run_accession	experiment_accession	ena_biosample	secondary_sample	ngdc_biosample	submitted_sample_name	subject_id	published_group	group_evidence	specimen	site	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	host_depletion_provenance	pilot_biological_eligibility
DRR770761	DRX749739	SAMD01673505	DRS538316	SAMC5008610	BALF_148	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	18618222	81ec7328c4e310533ceabad90ffd59c5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770761/DRR770761.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770763	DRX749741	SAMD01673507	DRS538318	SAMC5008612	BALF_150	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	97847513	e42bf766978ef248ab1224a29c212bcd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770763/DRR770763.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770768	DRX749746	SAMD01673512	DRS538323	SAMC5008617	BALF_155	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	45695004	026a620368ea88f2086b4d102212e0cc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770768/DRR770768.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770771	DRX749749	SAMD01673515	DRS538326	SAMC5008620	BALF_158	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	30485705	053bf5faf01aadfa20badded5c01a9ae	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770771/DRR770771.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770773	DRX749751	SAMD01673517	DRS538328	SAMC5008622	BALF_160	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	13806512	af564020d77f290aaa56d21e852564fb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770773/DRR770773.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770776	DRX749754	SAMD01673520	DRS538331	SAMC5008625	BALF_163	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	31238558	778c517c115c69c6d14d6c593bb7f367	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770776/DRR770776.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770783	DRX749761	SAMD01673527	DRS538338	SAMC5008632	BALF_170	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	36012465	98fab6789179baf3e92fce700a126910	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770783/DRR770783.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770785	DRX749763	SAMD01673529	DRS538340	SAMC5008634	BALF_172	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	284020280	54643e6db3e15a003fbc15a6c1839a37	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770785/DRR770785.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770787	DRX749765	SAMD01673531	DRS538342	SAMC5008636	BALF_174	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	65660373	b72bec00c28191f61447351e81b5473d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770787/DRR770787.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770793	DRX749771	SAMD01673537	DRS538348	SAMC5008642	BALF_180	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	344545075	8e7f124b723bd69a9808ab026012acca	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770793/DRR770793.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770794	DRX749772	SAMD01673538	DRS538349	SAMC5008643	BALF_181	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	1155503	07dad54e686a259c0e2e26574cd37fa8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770794/DRR770794.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770795	DRX749773	SAMD01673539	DRS538350	SAMC5008644	BALF_182	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	32783171	d951fd9f739eefa0fcdeb59707275adf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770795/DRR770795.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770796	DRX749774	SAMD01673540	DRS538351	SAMC5008645	BALF_183	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	20720890	98e97c17c674e224946c692ed9478379	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770796/DRR770796.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770797	DRX749775	SAMD01673541	DRS538352	SAMC5008646	BALF_184	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	712699475	bbd45c4b0b20ad1eeb75b3dbbe6b1490	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770797/DRR770797.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770801	DRX749779	SAMD01673545	DRS538356	SAMC5008650	BALF_188	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	41342445	02181f55c5c58ed0f3baba399d3c87d5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770801/DRR770801.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770803	DRX749781	SAMD01673547	DRS538358	SAMC5008652	BALF_190	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	24559026	971ffb6ff75cc4a24bec6cb9c743e63b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770803/DRR770803.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770804	DRX749782	SAMD01673548	DRS538359	SAMC5008653	BALF_191	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	12207507	21bfb229c5c2cb7896d3df306411795d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770804/DRR770804.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770807	DRX749785	SAMD01673551	DRS538362	SAMC5008656	BALF_194	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	18782292	9623efd1a8e0078c01e3df98f4e18614	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770807/DRR770807.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770808	DRX749786	SAMD01673552	DRS538363	SAMC5008657	BALF_195	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	72764230	35de321bbd82927d2b95470acc3779c7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770808/DRR770808.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770810	DRX749788	SAMD01673554	DRS538365	SAMC5008659	BALF_197	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	10636141	9ee7690e9f201a27ad2c282fc54bde44	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770810/DRR770810.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770812	DRX749790	SAMD01673556	DRS538367	SAMC5008661	BALF_199	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	18583464	90043995ba14289452ea50e6fbfdb97d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770812/DRR770812.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770815	DRX749793	SAMD01673559	DRS538370	SAMC5008664	BALF_202	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	5813442	0557cc47df71584efe1fb54e2c6bc0e8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770815/DRR770815.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770823	DRX749801	SAMD01673567	DRS538378	SAMC5008672	BALF_210	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	97091203	ad541c84d0c58757872094ba6be6e3e5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770823/DRR770823.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770824	DRX749802	SAMD01673568	DRS538379	SAMC5008673	BALF_211	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	113282275	7cc7ac0fcbc7f94de913a0ee44bab6f0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770824/DRR770824.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770826	DRX749804	SAMD01673570	DRS538381	SAMC5008675	BALF_213	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	86970309	c1a3ec258e30cdf80e0e30763022cc5e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770826/DRR770826.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770827	DRX749805	SAMD01673571	DRS538382	SAMC5008676	BALF_214	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	75367752	fa725008debca76a173e5077260f1717	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770827/DRR770827.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770836	DRX749814	SAMD01673580	DRS538391	SAMC5008685	BALF_223	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	34402477	10363fc222d517197aa0710648b8fc8b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770836/DRR770836.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770840	DRX749818	SAMD01673584	DRS538395	SAMC5008689	BALF_227	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	80062634	1b87a5df6f89d6649ed3af23f8bb21de	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770840/DRR770840.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770842	DRX749820	SAMD01673586	DRS538397	SAMC5008691	BALF_229	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	62722671	04b12efa4e4ae80f7cc27c8c2962876f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770842/DRR770842.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770844	DRX749822	SAMD01673588	DRS538399	SAMC5008693	BALF_231	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	49052388	e917838dcd535bb25f39bd3a2e2097f4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770844/DRR770844.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770845	DRX749823	SAMD01673589	DRS538400	SAMC5008694	BALF_232	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	195282118	6212ae1f73a6f3768c3e983de221129c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770845/DRR770845.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770846	DRX749824	SAMD01673590	DRS538401	SAMC5008695	BALF_233	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	66426458	c816b2c1659a845595dbcc7f244f6f5d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770846/DRR770846.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770625	DRX749603	SAMD01673369	DRS538180	SAMC5008474	BALF_012	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	62194524	283ea1bc3cdf34217521710d6d09bd5d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770625/DRR770625.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770626	DRX749604	SAMD01673370	DRS538181	SAMC5008475	BALF_013	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	133868982	d44d8927af93a8585210150d0b9258ab	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770626/DRR770626.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770636	DRX749614	SAMD01673380	DRS538191	SAMC5008485	BALF_023	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	66820343	8a9d97e117a4a926dd511930c8640fed	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770636/DRR770636.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770638	DRX749616	SAMD01673382	DRS538193	SAMC5008487	BALF_025	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	18968074	e478b11fecfb52d2e52b5644ecc9e5da	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770638/DRR770638.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770640	DRX749618	SAMD01673384	DRS538195	SAMC5008489	BALF_027	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	144935391	63db9b31dfc345509a4cf12c640a1dc0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770640/DRR770640.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770614	DRX749592	SAMD01673358	DRS538169	SAMC5008463	BALF_001	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	23654423	83f4b342896b34b7f7ce66abb8bb678a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770614/DRR770614.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770643	DRX749621	SAMD01673387	DRS538198	SAMC5008492	BALF_030	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	203629344	03dad1495bd0208e21b800435da57de3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770643/DRR770643.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770618	DRX749596	SAMD01673362	DRS538173	SAMC5008467	BALF_005	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	8922444	9fa86219805338a9a7ea69d4068453a8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770618/DRR770618.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770621	DRX749599	SAMD01673365	DRS538176	SAMC5008470	BALF_008	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	42122533	4de46f704fd74f2f32f140494f4b5361	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770621/DRR770621.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770645	DRX749623	SAMD01673389	DRS538200	SAMC5008494	BALF_032	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	55316687	7187fb6e1e3c46dcf00a262eb4bd0293	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770645/DRR770645.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770648	DRX749626	SAMD01673392	DRS538203	SAMC5008497	BALF_035	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	34494647	0af3f3379510000277f8693f1b8e2670	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770648/DRR770648.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770623	DRX749601	SAMD01673367	DRS538178	SAMC5008472	BALF_010	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	265729338	7604e9ad22b65d9b4f44b974f1a4160f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770623/DRR770623.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770649	DRX749627	SAMD01673393	DRS538204	SAMC5008498	BALF_036	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	81692431	6e3bdc2393f08859b05a0d50643bc601	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770649/DRR770649.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770650	DRX749628	SAMD01673394	DRS538205	SAMC5008499	BALF_037	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	64831284	7b2131166a4e578a3ddb79ddb72df40b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770650/DRR770650.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770624	DRX749602	SAMD01673368	DRS538179	SAMC5008473	BALF_011	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	122263089	69ccb632cd4a1eb0f344e93a8d4daca7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770624/DRR770624.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770652	DRX749630	SAMD01673396	DRS538207	SAMC5008501	BALF_039	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	40886544	09b6f97ad0fdbc1fbc0d550ee01ae179	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770652/DRR770652.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770628	DRX749606	SAMD01673372	DRS538183	SAMC5008477	BALF_015	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	31576552	97086c49dd57e24bbb878b50437f2dc6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770628/DRR770628.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770653	DRX749631	SAMD01673397	DRS538208	SAMC5008502	BALF_040	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	90417255	c6ba2785196f1bb4b3eecf7ec89c4831	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770653/DRR770653.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770629	DRX749607	SAMD01673373	DRS538184	SAMC5008478	BALF_016	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	37253712	70339e8243a4d314a559daeca00f7167	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770629/DRR770629.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770655	DRX749633	SAMD01673399	DRS538210	SAMC5008504	BALF_042	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	86711170	aa0fd19c057621bcb7db06d017abad2d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770655/DRR770655.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770632	DRX749610	SAMD01673376	DRS538187	SAMC5008481	BALF_019	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	109441447	1a7a35270f8f4e5e72d114c6fe5c4d27	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770632/DRR770632.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770657	DRX749635	SAMD01673401	DRS538212	SAMC5008506	BALF_044	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	23072072	a4a6b7fc8078583b26fee432d3be2237	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770657/DRR770657.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770633	DRX749611	SAMD01673377	DRS538188	SAMC5008482	BALF_020	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	17512787	d577c6a166b0c232bcbe21b5a2e030c0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770633/DRR770633.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770660	DRX749638	SAMD01673404	DRS538215	SAMC5008509	BALF_047	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	16324106	c78d92eea92c2457670c72cd07580052	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770660/DRR770660.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
