diagnosis	species	context	group_detected	group_total	group_detect_rate	rest_detected	rest_total	rest_detect_rate	detect_rate_delta	group_median_fraction	rest_median_fraction	median_fraction_delta	fisher_p	bh_fdr	priority_score
Fungal infection	Gemella morbillorum	other_taxon	3	78	0.03846	30	322	0.09317	-0.05471	0.00000000	0.00000000	0.00000000	0.166408	1	-0.54710
Fungal infection	Candidatus Nanosynbacter sp. HMT-352	other_taxon	2	78	0.02564	26	322	0.08075	-0.05510	0.00000000	0.00000000	0.00000000	0.133857	1	-0.55100
Fungal infection	Haemophilus haemolyticus	other_taxon	1	78	0.01282	22	322	0.06832	-0.05550	0.00000000	0.00000000	0.00000000	0.0605577	1	-0.55500
Fungal infection	Fusobacterium nucleatum	oral_respiratory_commensal_context	7	78	0.08974	47	322	0.14596	-0.05622	0.00000000	0.00000000	0.00000000	0.266805	1	-0.56220
Fungal infection	Streptococcus sp. Marseille-Q6470	other_taxon	3	78	0.03846	31	322	0.09627	-0.05781	0.00000000	0.00000000	0.00000000	0.116094	1	-0.57810
Fungal infection	Campylobacter concisus	other_taxon	6	78	0.07692	44	322	0.13665	-0.05972	0.00000000	0.00000000	0.00000000	0.183498	1	-0.59720
Fungal infection	Fusobacterium pseudoperiodonticum	other_taxon	5	78	0.06410	40	322	0.12422	-0.06012	0.00000000	0.00000000	0.00000000	0.162989	1	-0.60120
Fungal infection	Prevotella denticola	other_taxon	3	78	0.03846	32	322	0.09938	-0.06092	0.00000000	0.00000000	0.00000000	0.116319	1	-0.60920
Fungal infection	Rothia mucilaginosa	oral_respiratory_commensal_context	17	78	0.21795	90	322	0.27950	-0.06155	0.00000000	0.00000000	0.00000000	0.319118	1	-0.61550
Fungal infection	Treponema denticola	other_taxon	3	78	0.03846	34	322	0.10559	-0.06713	0.00000000	0.00000000	0.00000000	0.0804707	1	-0.67130
Fungal infection	Veillonella parvula	oral_respiratory_commensal_context	9	78	0.11538	59	322	0.18323	-0.06785	0.00000000	0.00000000	0.00000000	0.180236	1	-0.67850
Fungal infection	Streptococcus mitis	oral_respiratory_commensal_context	11	78	0.14103	68	322	0.21118	-0.07015	0.00000000	0.00000000	0.00000000	0.204598	1	-0.70150
Fungal infection	Prevotella oris	other_taxon	3	78	0.03846	36	322	0.11180	-0.07334	0.00000000	0.00000000	0.00000000	0.0551851	1	-0.73340
Fungal infection	Tannerella forsythia	other_taxon	3	78	0.03846	36	322	0.11180	-0.07334	0.00000000	0.00000000	0.00000000	0.0551851	1	-0.73340
Fungal infection	Prevotella nigrescens	other_taxon	7	78	0.08974	53	322	0.16460	-0.07485	0.00000000	0.00000000	0.00000000	0.112483	1	-0.74850
Fungal infection	Prevotella melaninogenica	oral_respiratory_commensal_context	20	78	0.25641	107	322	0.33230	-0.07589	0.00000000	0.00000000	0.00000000	0.223578	1	-0.75890
Fungal infection	Capnocytophaga gingivalis	other_taxon	3	78	0.03846	37	322	0.11491	-0.07645	0.00000000	0.00000000	0.00000000	0.0559056	1	-0.76450
Fungal infection	Prevotella veroralis	other_taxon	4	78	0.05128	42	322	0.13043	-0.07915	0.00000000	0.00000000	0.00000000	0.049342	1	-0.79150
Fungal infection	Rothia aeria	other_taxon	2	78	0.02564	34	322	0.10559	-0.07995	0.00000000	0.00000000	0.00000000	0.0262687	1	-0.79950
Fungal infection	Campylobacter rectus	other_taxon	3	78	0.03846	41	322	0.12733	-0.08887	0.00000000	0.00000000	0.00000000	0.0252434	1	-0.88870
Lung cancer	Klebsiella pneumoniae	wetlab_priority_pathogen	5	122	0.04098	7	278	0.02518	0.01580	0.00000000	0.00000000	0.00000000	0.524465	1	2.15800
Lung cancer	Candida albicans	wetlab_priority_pathogen	7	122	0.05738	13	278	0.04676	0.01061	0.00000000	0.00000000	0.00000000	0.626494	1	2.10610
Lung cancer	Streptococcus pneumoniae	wetlab_priority_pathogen	19	122	0.15574	41	278	0.14748	0.00826	0.00000000	0.00000000	0.00000000	0.879351	1	2.08260
Lung cancer	Staphylococcus aureus	wetlab_priority_pathogen	4	122	0.03279	8	278	0.02878	0.00401	0.00000000	0.00000000	0.00000000	0.761238	1	2.04010
Lung cancer	Stenotrophomonas maltophilia	wetlab_priority_pathogen	6	122	0.04918	13	278	0.04676	0.00242	0.00000000	0.00000000	0.00000000	1	1	2.02420
Lung cancer	Acinetobacter baumannii	wetlab_priority_pathogen	4	122	0.03279	9	278	0.03237	0.00041	0.00000000	0.00000000	0.00000000	1	1	2.00410
Lung cancer	Aspergillus fumigatus	wetlab_priority_pathogen	3	122	0.02459	8	278	0.02878	-0.00419	0.00000000	0.00000000	0.00000000	1	1	1.95810
Lung cancer	Cryptococcus neoformans	wetlab_priority_pathogen	2	122	0.01639	6	278	0.02158	-0.00519	0.00000000	0.00000000	0.00000000	1	1	1.94810
Lung cancer	Haemophilus influenzae	wetlab_priority_pathogen	10	122	0.08197	25	278	0.08993	-0.00796	0.00000000	0.00000000	0.00000000	0.850302	1	1.92040
Lung cancer	Pseudomonas aeruginosa	wetlab_priority_pathogen	7	122	0.05738	23	278	0.08273	-0.02536	0.00000000	0.00000000	0.00000000	0.41831	1	1.74640
Lung cancer	Mycobacterium tuberculosis	wetlab_priority_pathogen	0	122	0.00000	9	278	0.03237	-0.03237	0.00000000	0.00000000	0.00000000	0.062376	1	1.67630
Lung cancer	Ralstonia pickettii	other_taxon	14	122	0.11475	10	278	0.03597	0.07878	0.00000000	0.00000000	0.00000000	0.00475894	0.329704	0.78780
Lung cancer	Veillonella parvula	oral_respiratory_commensal_context	30	122	0.24590	38	278	0.13669	0.10921	0.00000000	0.00000000	0.00000000	0.00926927	0.568021	1.09210
Lung cancer	Atopobium sp. oral taxon 416	other_taxon	5	122	0.04098	1	278	0.00360	0.03739	0.00000000	0.00000000	0.00000000	0.0112563	0.615879	0.37390
Lung cancer	Haemophilus parainfluenzae	other_taxon	27	122	0.22131	39	278	0.14029	0.08102	0.00000000	0.00000000	0.00000000	0.0565863	1	0.81020
Lung cancer	Camelina sativa	background_or_low_specificity	22	122	0.18033	28	278	0.10072	0.07961	0.00000000	0.00000000	0.00000000	0.0326774	1	0.79610
Lung cancer	Prevotella melaninogenica	oral_respiratory_commensal_context	44	122	0.36066	83	278	0.29856	0.06209	0.00000000	0.00000000	0.00000000	0.243783	1	0.62090
Lung cancer	Streptococcus mitis	oral_respiratory_commensal_context	29	122	0.23770	50	278	0.17986	0.05785	0.00000000	0.00000000	0.00000000	0.219255	1	0.57850
Lung cancer	Streptococcus salivarius	other_taxon	18	122	0.14754	25	278	0.08993	0.05761	0.00000000	0.00000000	0.00000000	0.113378	1	0.57610
Lung cancer	Neisseria mucosa	other_taxon	16	122	0.13115	22	278	0.07914	0.05201	0.00000000	0.00000000	0.00000000	0.136988	1	0.52010
Lung cancer	Rothia mucilaginosa	oral_respiratory_commensal_context	37	122	0.30328	70	278	0.25180	0.05148	0.00000000	0.00000000	0.00000000	0.326424	1	0.51480
Lung cancer	Methylobacterium brachiatum	other_taxon	9	122	0.07377	7	278	0.02518	0.04859	0.00000000	0.00000000	0.00000000	0.0285831	1	0.48590
Lung cancer	Haemophilus haemolyticus	other_taxon	11	122	0.09016	12	278	0.04317	0.04700	0.00000000	0.00000000	0.00000000	0.0994353	1	0.47000
Lung cancer	Streptococcus sp. oral taxon 431	other_taxon	17	122	0.13934	26	278	0.09353	0.04582	0.00000000	0.00000000	0.00000000	0.218882	1	0.45820
Lung cancer	Prevotella jejuni	oral_respiratory_commensal_context	27	122	0.22131	49	278	0.17626	0.04505	0.00000000	0.00000000	0.00000000	0.332597	1	0.45050
Lung cancer	Streptococcus parasanguinis	other_taxon	15	122	0.12295	22	278	0.07914	0.04381	0.00000000	0.00000000	0.00000000	0.189689	1	0.43810
Lung cancer	Staphylococcus haemolyticus	other_taxon	12	122	0.09836	16	278	0.05755	0.04081	0.00000000	0.00000000	0.00000000	0.142782	1	0.40810
Lung cancer	Corynebacterium matruchotii	other_taxon	8	122	0.06557	7	278	0.02518	0.04039	0.00000000	0.00000000	0.00000000	0.0814333	1	0.40390
Lung cancer	Moraxella osloensis	other_taxon	15	122	0.12295	23	278	0.08273	0.04022	0.00000000	0.00000000	0.00000000	0.26567	1	0.40220
Lung cancer	Granulicatella adiacens	other_taxon	18	122	0.14754	30	278	0.10791	0.03963	0.00000000	0.00000000	0.00000000	0.315667	1	0.39630
Lung cancer	Haemophilus sp. oral taxon 036	other_taxon	7	122	0.05738	5	278	0.01799	0.03939	0.00000000	0.00000000	0.00000000	0.0515004	1	0.39390
Lung cancer	Neisseria subflava	other_taxon	12	122	0.09836	17	278	0.06115	0.03721	0.00000000	0.00000000	0.00000000	0.210136	1	0.37210
Lung cancer	Streptococcus sp. LPB0220	other_taxon	11	122	0.09016	15	278	0.05396	0.03621	0.00000000	0.00000000	0.00000000	0.189726	1	0.36210
Lung cancer	Rothia aeria	other_taxon	14	122	0.11475	22	278	0.07914	0.03562	0.00000000	0.00000000	0.00000000	0.259073	1	0.35620
Lung cancer	Prevotella intermedia	oral_respiratory_commensal_context	24	122	0.19672	45	278	0.16187	0.03485	0.00000000	0.00000000	0.00000000	0.392316	1	0.34850
Lung cancer	Staphylococcus capitis	other_taxon	6	122	0.04918	4	278	0.01439	0.03479	0.00000000	0.00000000	0.00000000	0.0739309	1	0.34790
Lung cancer	Gemella morbillorum	other_taxon	13	122	0.10656	20	278	0.07194	0.03461	0.00000000	0.00000000	0.00000000	0.243385	1	0.34610
Lung cancer	Parvimonas micra	other_taxon	19	122	0.15574	34	278	0.12230	0.03344	0.00000000	0.00000000	0.00000000	0.423193	1	0.33440
Lung cancer	Schaalia odontolytica	other_taxon	19	122	0.15574	34	278	0.12230	0.03344	0.00000000	0.00000000	0.00000000	0.423193	1	0.33440
Lung cancer	Capnocytophaga gingivalis	other_taxon	15	122	0.12295	25	278	0.08993	0.03302	0.00000000	0.00000000	0.00000000	0.365307	1	0.33020
Lung cancer	Acinetobacter sp. NyZ410	other_taxon	7	122	0.05738	7	278	0.02518	0.03220	0.00000000	0.00000000	0.00000000	0.137978	1	0.32200
Lung cancer	Prevotella sp. oral taxon 299	other_taxon	14	122	0.11475	23	278	0.08273	0.03202	0.00000000	0.00000000	0.00000000	0.349199	1	0.32020
Lung cancer	Aggregatibacter sp. 2125159857	other_taxon	6	122	0.04918	5	278	0.01799	0.03119	0.00000000	0.00000000	0.00000000	0.0982791	1	0.31190
Lung cancer	Streptococcus sp. Marseille-Q6470	other_taxon	13	122	0.10656	21	278	0.07554	0.03102	0.00000000	0.00000000	0.00000000	0.33205	1	0.31020
Lung cancer	Leptotrichia wadei	other_taxon	9	122	0.07377	12	278	0.04317	0.03061	0.00000000	0.00000000	0.00000000	0.226667	1	0.30610
Lung cancer	Chryseobacterium manosquense	other_taxon	7	122	0.05738	8	278	0.02878	0.02860	0.00000000	0.00000000	0.00000000	0.250371	1	0.28600
Lung cancer	Gemella haemolysans	other_taxon	17	122	0.13934	31	278	0.11151	0.02783	0.00000000	0.00000000	0.00000000	0.5039	1	0.27830
Lung cancer	Prevotella denticola	other_taxon	13	122	0.10656	22	278	0.07914	0.02742	0.00000000	0.00000000	0.00000000	0.441967	1	0.27420
Lung cancer	Veillonella dispar	other_taxon	13	122	0.10656	22	278	0.07914	0.02742	0.00000000	0.00000000	0.00000000	0.441967	1	0.27420
Lung cancer	Veillonella atypica	other_taxon	20	122	0.16393	38	278	0.13669	0.02724	0.00000000	0.00000000	0.00000000	0.537472	1	0.27240
Lung cancer	Neisseria flavescens	other_taxon	9	122	0.07377	13	278	0.04676	0.02701	0.00000000	0.00000000	0.00000000	0.340121	1	0.27010
Lung cancer	Gemella sanguinis	other_taxon	16	122	0.13115	29	278	0.10432	0.02683	0.00000000	0.00000000	0.00000000	0.492055	1	0.26830
Lung cancer	Mogibacterium diversum	other_taxon	12	122	0.09836	20	278	0.07194	0.02642	0.00000000	0.00000000	0.00000000	0.42368	1	0.26420
Lung cancer	Haemophilus parahaemolyticus	other_taxon	8	122	0.06557	11	278	0.03957	0.02601	0.00000000	0.00000000	0.00000000	0.307595	1	0.26010
Lung cancer	Streptococcus oralis	oral_respiratory_commensal_context	22	122	0.18033	43	278	0.15468	0.02565	0.00000000	0.00000000	0.00000000	0.556832	1	0.25650
Lung cancer	Bradyrhizobium sp. SK17	other_taxon	4	122	0.03279	2	278	0.00719	0.02559	0.00000000	0.00000000	0.00000000	0.0729855	1	0.25590
Lung cancer	Corynebacterium jeikeium	other_taxon	4	122	0.03279	2	278	0.00719	0.02559	0.00000000	0.00000000	0.00000000	0.0729855	1	0.25590
Lung cancer	Staphylococcus cohnii	other_taxon	4	122	0.03279	2	278	0.00719	0.02559	0.00000000	0.00000000	0.00000000	0.0729855	1	0.25590
Lung cancer	Veillonella sp. S12025-13	other_taxon	11	122	0.09016	18	278	0.06475	0.02542	0.00000000	0.00000000	0.00000000	0.403713	1	0.25420
Lung cancer	Bradyrhizobium sp. 6(2017)	other_taxon	3	122	0.02459	0	278	0.00000	0.02459	0.00000000	0.00000000	0.00000000	0.0278876	1	0.24590
Lung cancer	Staphylococcus pettenkoferi	other_taxon	3	122	0.02459	0	278	0.00000	0.02459	0.00000000	0.00000000	0.00000000	0.0278876	1	0.24590
Lung cancer	Staphylococcus saprophyticus	other_taxon	3	122	0.02459	0	278	0.00000	0.02459	0.00000000	0.00000000	0.00000000	0.0278876	1	0.24590
Lung cancer	Olsenella uli	other_taxon	6	122	0.04918	7	278	0.02518	0.02400	0.00000000	0.00000000	0.00000000	0.228519	1	0.24000
Lung cancer	Streptococcus sp. Marseille-Q3533	other_taxon	13	122	0.10656	23	278	0.08273	0.02382	0.00000000	0.00000000	0.00000000	0.45164	1	0.23820
Lung cancer	Prevotella veroralis	other_taxon	16	122	0.13115	30	278	0.10791	0.02323	0.00000000	0.00000000	0.00000000	0.499951	1	0.23230
Lung cancer	Porphyromonas endodontalis	other_taxon	19	122	0.15574	37	278	0.13309	0.02264	0.00000000	0.00000000	0.00000000	0.535551	1	0.22640
Lung cancer	Kocuria palustris	other_taxon	4	122	0.03279	3	278	0.01079	0.02200	0.00000000	0.00000000	0.00000000	0.207157	1	0.22000
Lung cancer	Neisseria cinerea	other_taxon	4	122	0.03279	3	278	0.01079	0.02200	0.00000000	0.00000000	0.00000000	0.207157	1	0.22000
Lung cancer	Malassezia restricta	other_taxon	11	122	0.09016	19	278	0.06835	0.02182	0.00000000	0.00000000	0.00000000	0.5363	1	0.21820
Lung cancer	Agrobacterium tumefaciens	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Bifidobacterium dentium	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Bradyrhizobium sp. CCBAU 53421	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Brevibacterium casei	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Cupriavidus pauculus	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Paraburkholderia phytofirmans	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Rothia amarae	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Staphylococcus sp. M0911	other_taxon	3	122	0.02459	1	278	0.00360	0.02099	0.00000000	0.00000000	0.00000000	0.0864725	1	0.20990
Lung cancer	Veillonella nakazawae	other_taxon	10	122	0.08197	17	278	0.06115	0.02082	0.00000000	0.00000000	0.00000000	0.51641	1	0.20820
Lung cancer	Staphylococcus epidermidis	other_taxon	17	122	0.13934	33	278	0.11871	0.02064	0.00000000	0.00000000	0.00000000	0.622685	1	0.20640
Lung cancer	Staphylococcus warneri	other_taxon	6	122	0.04918	8	278	0.02878	0.02040	0.00000000	0.00000000	0.00000000	0.375551	1	0.20400
Lung cancer	Neisseria sicca	other_taxon	13	122	0.10656	24	278	0.08633	0.02023	0.00000000	0.00000000	0.00000000	0.574565	1	0.20230
Lung cancer	Streptococcus pseudopneumoniae	other_taxon	13	122	0.10656	24	278	0.08633	0.02023	0.00000000	0.00000000	0.00000000	0.574565	1	0.20230
Lung cancer	Rothia dentocariosa	other_taxon	9	122	0.07377	15	278	0.05396	0.01981	0.00000000	0.00000000	0.00000000	0.493943	1	0.19810
Lung cancer	Streptococcus sp. HSISM1	other_taxon	9	122	0.07377	15	278	0.05396	0.01981	0.00000000	0.00000000	0.00000000	0.493943	1	0.19810
Lung cancer	Corynebacterium tuberculostearicum	other_taxon	5	122	0.04098	6	278	0.02158	0.01940	0.00000000	0.00000000	0.00000000	0.321927	1	0.19400
Lung cancer	Propionibacterium acidifaciens	other_taxon	5	122	0.04098	6	278	0.02158	0.01940	0.00000000	0.00000000	0.00000000	0.321927	1	0.19400
Lung cancer	Actinomyces pacaensis	other_taxon	8	122	0.06557	13	278	0.04676	0.01881	0.00000000	0.00000000	0.00000000	0.468314	1	0.18810
Lung cancer	Xanthomonas campestris	other_taxon	8	122	0.06557	13	278	0.04676	0.01881	0.00000000	0.00000000	0.00000000	0.468314	1	0.18810
Lung cancer	Streptococcus sanguinis	other_taxon	15	122	0.12295	29	278	0.10432	0.01863	0.00000000	0.00000000	0.00000000	0.604431	1	0.18630
Lung cancer	Neisseria gonorrhoeae	other_taxon	4	122	0.03279	4	278	0.01439	0.01840	0.00000000	0.00000000	0.00000000	0.254007	1	0.18400
Lung cancer	Olsenella sp. oral taxon 807	other_taxon	4	122	0.03279	4	278	0.01439	0.01840	0.00000000	0.00000000	0.00000000	0.254007	1	0.18400
Lung cancer	Burkholderia ubonensis	other_taxon	3	122	0.02459	2	278	0.00719	0.01740	0.00000000	0.00000000	0.00000000	0.168432	1	0.17400
Lung cancer	Corynebacterium pseudodiphtheriticum	other_taxon	3	122	0.02459	2	278	0.00719	0.01740	0.00000000	0.00000000	0.00000000	0.168432	1	0.17400
Lung cancer	Epilithonimonas vandammei	other_taxon	3	122	0.02459	2	278	0.00719	0.01740	0.00000000	0.00000000	0.00000000	0.168432	1	0.17400
Lung cancer	Micrococcus luteus	other_taxon	3	122	0.02459	2	278	0.00719	0.01740	0.00000000	0.00000000	0.00000000	0.168432	1	0.17400
Lung cancer	Rhizobium oryzihabitans	other_taxon	3	122	0.02459	2	278	0.00719	0.01740	0.00000000	0.00000000	0.00000000	0.168432	1	0.17400
Lung cancer	Candidatus Nanosynbacter sp. HMT-352	other_taxon	10	122	0.08197	18	278	0.06475	0.01722	0.00000000	0.00000000	0.00000000	0.528851	1	0.17220
Lung cancer	Selenomonas sputigena	other_taxon	5	122	0.04098	7	278	0.02518	0.01580	0.00000000	0.00000000	0.00000000	0.524465	1	0.15800
Lung cancer	Sphingomonas paucimobilis	other_taxon	5	122	0.04098	7	278	0.02518	0.01580	0.00000000	0.00000000	0.00000000	0.524465	1	0.15800
Lung cancer	Tannerella serpentiformis	other_taxon	8	122	0.06557	14	278	0.05036	0.01521	0.00000000	0.00000000	0.00000000	0.634134	1	0.15210
Lung cancer	Fusobacterium pseudoperiodonticum	other_taxon	15	122	0.12295	30	278	0.10791	0.01504	0.00000000	0.00000000	0.00000000	0.731323	1	0.15040
Lung cancer	Candidatus Minimicrobia vallesae	other_taxon	4	122	0.03279	5	278	0.01799	0.01480	0.00000000	0.00000000	0.00000000	0.464336	1	0.14800
Lung cancer	Granulicatella elegans	other_taxon	4	122	0.03279	5	278	0.01799	0.01480	0.00000000	0.00000000	0.00000000	0.464336	1	0.14800
Lung cancer	Neisseria lactamica	other_taxon	4	122	0.03279	5	278	0.01799	0.01480	0.00000000	0.00000000	0.00000000	0.464336	1	0.14800
Lung cancer	Paraburkholderia fungorum	other_taxon	4	122	0.03279	5	278	0.01799	0.01480	0.00000000	0.00000000	0.00000000	0.464336	1	0.14800
Lung cancer	Abiotrophia defectiva	other_taxon	7	122	0.05738	12	278	0.04317	0.01421	0.00000000	0.00000000	0.00000000	0.610636	1	0.14210
Lung cancer	Arabidopsis thaliana	background_or_low_specificity	118	122	0.96721	265	278	0.95324	0.01398	0.28603000	0.21765500	0.06837500	0.602511	1	28.74280
Lung cancer	Acidovorax sp. KKS102	other_taxon	3	122	0.02459	3	278	0.01079	0.01380	0.00000000	0.00000000	0.00000000	0.374715	1	0.13800
Lung cancer	Cardiobacterium hominis	other_taxon	3	122	0.02459	3	278	0.01079	0.01380	0.00000000	0.00000000	0.00000000	0.374715	1	0.13800
Lung cancer	Fretibacterium fastidiosum	other_taxon	3	122	0.02459	3	278	0.01079	0.01380	0.00000000	0.00000000	0.00000000	0.374715	1	0.13800
Lung cancer	Lactuca sativa	other_taxon	3	122	0.02459	3	278	0.01079	0.01380	0.00000000	0.00000000	0.00000000	0.374715	1	0.13800
Lung cancer	Methylotenera versatilis	other_taxon	3	122	0.02459	3	278	0.01079	0.01380	0.00000000	0.00000000	0.00000000	0.374715	1	0.13800
Lung cancer	Pauljensenia hongkongensis	other_taxon	3	122	0.02459	3	278	0.01079	0.01380	0.00000000	0.00000000	0.00000000	0.374715	1	0.13800
Lung cancer	Actinomyces sp. oral taxon 414	other_taxon	6	122	0.04918	10	278	0.03597	0.01321	0.00000000	0.00000000	0.00000000	0.58219	1	0.13210
Lung cancer	Mogibacterium pumilum	other_taxon	6	122	0.04918	10	278	0.03597	0.01321	0.00000000	0.00000000	0.00000000	0.58219	1	0.13210
Lung cancer	Prevotella oris	other_taxon	13	122	0.10656	26	278	0.09353	0.01303	0.00000000	0.00000000	0.00000000	0.715522	1	0.13030
Lung cancer	Acinetobacter bereziniae	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Arachnia rubra	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Bradyrhizobium quebecense	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Candida dubliniensis	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Chryseobacterium taklimakanense	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Clostridioides difficile	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Cupriavidus necator	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Cupriavidus sp. USMAA2-4	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Empedobacter falsenii	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Kaistella sp. BT6-1-3	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Lactobacillus iners	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Methylobacterium organophilum	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Methylobacterium phyllosphaerae	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Methylotenera mobilis	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Neisseria wadsworthii	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Paracoccus marcusii	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Parascardovia denticolens	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Pseudomonas wenzhouensis	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Treponema sp. OMZ 803	other_taxon	2	122	0.01639	1	278	0.00360	0.01280	0.00000000	0.00000000	0.00000000	0.221706	1	0.12800
Lung cancer	Morococcus cerebrosus	other_taxon	5	122	0.04098	8	278	0.02878	0.01221	0.00000000	0.00000000	0.00000000	0.546813	1	0.12210
Lung cancer	Neisseria elongata	other_taxon	8	122	0.06557	15	278	0.05396	0.01162	0.00000000	0.00000000	0.00000000	0.645444	1	0.11620
Lung cancer	Acinetobacter lwoffii	other_taxon	4	122	0.03279	6	278	0.02158	0.01120	0.00000000	0.00000000	0.00000000	0.501295	1	0.11200
Lung cancer	Actinomyces naeslundii	other_taxon	4	122	0.03279	6	278	0.02158	0.01120	0.00000000	0.00000000	0.00000000	0.501295	1	0.11200
Lung cancer	Actinomyces oris	other_taxon	4	122	0.03279	6	278	0.02158	0.01120	0.00000000	0.00000000	0.00000000	0.501295	1	0.11200
Lung cancer	Arachnia propionica	other_taxon	4	122	0.03279	6	278	0.02158	0.01120	0.00000000	0.00000000	0.00000000	0.501295	1	0.11200
Lung cancer	Corynebacterium callunae	other_taxon	4	122	0.03279	6	278	0.02158	0.01120	0.00000000	0.00000000	0.00000000	0.501295	1	0.11200
Lung cancer	Capnocytophaga leadbetteri	other_taxon	11	122	0.09016	22	278	0.07914	0.01103	0.00000000	0.00000000	0.00000000	0.696944	1	0.11030
Lung cancer	Capnocytophaga sp. FDAARGOS_737	other_taxon	11	122	0.09016	22	278	0.07914	0.01103	0.00000000	0.00000000	0.00000000	0.696944	1	0.11030
Lung cancer	Staphylococcus hominis	other_taxon	11	122	0.09016	22	278	0.07914	0.01103	0.00000000	0.00000000	0.00000000	0.696944	1	0.11030
Lung cancer	Porphyromonas sp. oral taxon 275	other_taxon	7	122	0.05738	13	278	0.04676	0.01061	0.00000000	0.00000000	0.00000000	0.626494	1	0.10610
Lung cancer	Cupriavidus metallidurans	other_taxon	3	122	0.02459	4	278	0.01439	0.01020	0.00000000	0.00000000	0.00000000	0.440324	1	0.10200
Lung cancer	Enterococcus faecium	other_taxon	3	122	0.02459	4	278	0.01439	0.01020	0.00000000	0.00000000	0.00000000	0.440324	1	0.10200
Lung cancer	Leptotrichia hongkongensis	other_taxon	3	122	0.02459	4	278	0.01439	0.01020	0.00000000	0.00000000	0.00000000	0.440324	1	0.10200
Lung cancer	Ralstonia mannitolilytica	other_taxon	3	122	0.02459	4	278	0.01439	0.01020	0.00000000	0.00000000	0.00000000	0.440324	1	0.10200
Lung cancer	Abyssicoccus albus	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Actinomyces sp. oral taxon 169	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Actinomyces sp. oral taxon 171	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
